InterpCrv
12.28101,.05000,.00000
12.28534,.05000,.01761
12.29183,.05000,.02731
12.30264,.05000,.03771
12.32427,.05000,.05126
12.34591,.05000,.06057
12.36754,.05000,.06753
12.41080,.05000,.07709
12.45406,.05000,.08274
12.49733,.05000,.08568
12.54059,.05000,.08655
12.62712,.05000,.08367
12.71365,.05000,.07628
12.80017,.05000,.06564
12.88670,.05000,.05248
12.97323,.05000,.03716
13.05976,.05000,.01974
13.10302,.05000,.01018
13.14628,.05000,.00000
enter
InterpCrv
12.30433,.10000,.00000
12.30853,.10000,.01714
12.31485,.10000,.02658
12.32537,.10000,.03669
12.34642,.10000,.04988
12.36747,.10000,.05894
12.38852,.10000,.06571
12.43062,.10000,.07501
12.47272,.10000,.08051
12.51481,.10000,.08337
12.55691,.10000,.08422
12.64111,.10000,.08142
12.72530,.10000,.07423
12.80950,.10000,.06387
12.89370,.10000,.05107
12.97789,.10000,.03616
13.06209,.10000,.01921
13.10419,.10000,.00991
13.14628,.10000,.00000
enter
InterpCrv
12.32764,.15000,.00000
12.33173,.15000,.01666
12.33787,.15000,.02584
12.34811,.15000,.03568
12.36857,.15000,.04850
12.38904,.15000,.05730
12.40950,.15000,.06389
12.45044,.15000,.07293
12.49137,.15000,.07829
12.53230,.15000,.08106
12.57323,.15000,.08189
12.65510,.15000,.07916
12.73696,.15000,.07217
12.81883,.15000,.06210
12.90069,.15000,.04965
12.98256,.15000,.03516
13.06442,.15000,.01868
13.10535,.15000,.00964
13.14628,.15000,.00000
enter
InterpCrv
12.35096,.20000,.00000
12.35493,.20000,.01619
12.36090,.20000,.02510
12.37084,.20000,.03466
12.39072,.20000,.04712
12.41061,.20000,.05567
12.43049,.20000,.06207
12.47025,.20000,.07085
12.51002,.20000,.07606
12.54979,.20000,.07876
12.58955,.20000,.07956
12.66909,.20000,.07691
12.74862,.20000,.07012
12.82815,.20000,.06034
12.90769,.20000,.04824
12.98722,.20000,.03416
13.06675,.20000,.01815
13.10652,.20000,.00936
13.14628,.20000,.00000
enter
InterpCrv
12.37427,.25000,.00000
12.37813,.25000,.01571
12.38392,.25000,.02437
12.39357,.25000,.03364
12.41287,.25000,.04574
12.43217,.25000,.05404
12.45147,.25000,.06025
12.49007,.25000,.06878
12.52867,.25000,.07383
12.56727,.25000,.07645
12.60588,.25000,.07722
12.68308,.25000,.07465
12.76028,.25000,.06806
12.83748,.25000,.05857
12.91468,.25000,.04683
12.99188,.25000,.03316
13.06908,.25000,.01761
13.10768,.25000,.00909
13.14628,.25000,.00000
enter
InterpCrv
12.39759,.30000,.00000
12.40133,.30000,.01524
12.40695,.30000,.02363
12.41630,.30000,.03263
12.43502,.30000,.04436
12.45374,.30000,.05241
12.47246,.30000,.05843
12.50989,.30000,.06670
12.54733,.30000,.07160
12.58476,.30000,.07414
12.62220,.30000,.07489
12.69707,.30000,.07240
12.77194,.30000,.06600
12.84681,.30000,.05680
12.92167,.30000,.04541
12.99654,.30000,.03216
13.07141,.30000,.01708
13.10885,.30000,.00881
13.14628,.30000,.00000
enter
InterpCrv
12.42090,.35000,.00000
12.42453,.35000,.01477
12.42997,.35000,.02290
12.43904,.35000,.03161
12.45717,.35000,.04298
12.47531,.35000,.05078
12.49344,.35000,.05661
12.52971,.35000,.06462
12.56598,.35000,.06937
12.60225,.35000,.07183
12.63852,.35000,.07256
12.71105,.35000,.07014
12.78359,.35000,.06395
12.85613,.35000,.05503
12.92867,.35000,.04400
13.00121,.35000,.03116
13.07375,.35000,.01655
13.11001,.35000,.00854
13.14628,.35000,.00000
enter
InterpCrv
12.44422,.40000,.00000
12.44773,.40000,.01429
12.45299,.40000,.02216
12.46177,.40000,.03060
12.47932,.40000,.04159
12.49687,.40000,.04914
12.51442,.40000,.05479
12.54953,.40000,.06255
12.58463,.40000,.06714
12.61973,.40000,.06952
12.65484,.40000,.07023
12.72504,.40000,.06789
12.79525,.40000,.06189
12.86546,.40000,.05326
12.93566,.40000,.04258
13.00587,.40000,.03015
13.07608,.40000,.01602
13.11118,.40000,.00826
13.14628,.40000,.00000
enter
InterpCrv
12.46753,.45000,.00000
12.47093,.45000,.01382
12.47602,.45000,.02142
12.48450,.45000,.02958
12.50147,.45000,.04021
12.51844,.45000,.04751
12.53541,.45000,.05297
12.56935,.45000,.06047
12.60328,.45000,.06491
12.63722,.45000,.06721
12.67116,.45000,.06789
12.73903,.45000,.06563
12.80691,.45000,.05984
12.87478,.45000,.05149
12.94266,.45000,.04117
13.01053,.45000,.02915
13.07841,.45000,.01549
13.11235,.45000,.00799
13.14628,.45000,.00000
enter
InterpCrv
12.49085,.50000,.00000
12.49413,.50000,.01334
12.49904,.50000,.02069
12.50723,.50000,.02856
12.52362,.50000,.03883
12.54001,.50000,.04588
12.55639,.50000,.05115
12.58916,.50000,.05839
12.62193,.50000,.06268
12.65471,.50000,.06490
12.68748,.50000,.06556
12.75302,.50000,.06338
12.81857,.50000,.05778
12.88411,.50000,.04972
12.94965,.50000,.03975
13.01520,.50000,.02815
13.08074,.50000,.01495
13.11351,.50000,.00771
13.14628,.50000,.00000
enter
InterpCrv
12.51416,.55000,.00000
12.51732,.55000,.01287
12.52207,.55000,.01995
12.52997,.55000,.02755
12.54577,.55000,.03745
12.56157,.55000,.04425
12.57738,.55000,.04933
12.60898,.55000,.05631
12.64059,.55000,.06045
12.67219,.55000,.06259
12.70380,.55000,.06323
12.76701,.55000,.06112
12.83022,.55000,.05573
12.89344,.55000,.04795
12.95665,.55000,.03834
13.01986,.55000,.02715
13.08307,.55000,.01442
13.11468,.55000,.00744
13.14628,.55000,.00000
enter
InterpCrv
12.53748,.60000,.00000
12.54052,.60000,.01239
12.54509,.60000,.01922
12.55270,.60000,.02653
12.56792,.60000,.03607
12.58314,.60000,.04262
12.59836,.60000,.04752
12.62880,.60000,.05424
12.65924,.60000,.05822
12.68968,.60000,.06029
12.72012,.60000,.06090
12.78100,.60000,.05887
12.84188,.60000,.05367
12.90276,.60000,.04619
12.96364,.60000,.03693
13.02452,.60000,.02615
13.08540,.60000,.01389
13.11584,.60000,.00717
13.14628,.60000,.00000
enter
InterpCrv
12.56079,.65000,.00000
12.56372,.65000,.01192
12.56811,.65000,.01848
12.57543,.65000,.02551
12.59007,.65000,.03469
12.60471,.65000,.04098
12.61934,.65000,.04570
12.64862,.65000,.05216
12.67789,.65000,.05599
12.70717,.65000,.05798
12.73644,.65000,.05857
12.79499,.65000,.05662
12.85354,.65000,.05162
12.91209,.65000,.04442
12.97064,.65000,.03551
13.02919,.65000,.02515
13.08774,.65000,.01336
13.11701,.65000,.00689
13.14628,.65000,.00000
enter
InterpCrv
12.58411,.70000,.00000
12.58692,.70000,.01144
12.59114,.70000,.01775
12.59816,.70000,.02450
12.61222,.70000,.03331
12.62627,.70000,.03935
12.64033,.70000,.04388
12.66844,.70000,.05008
12.69654,.70000,.05376
12.72465,.70000,.05567
12.75276,.70000,.05623
12.80898,.70000,.05436
12.86520,.70000,.04956
12.92141,.70000,.04265
12.97763,.70000,.03410
13.03385,.70000,.02415
13.09007,.70000,.01283
13.11818,.70000,.00662
13.14628,.70000,.00000
enter
InterpCrv
12.60742,.75000,.00000
12.61012,.75000,.01097
12.61416,.75000,.01701
12.62090,.75000,.02348
12.63437,.75000,.03192
12.64784,.75000,.03772
12.66131,.75000,.04206
12.68825,.75000,.04801
12.71520,.75000,.05153
12.74214,.75000,.05336
12.76908,.75000,.05390
12.82297,.75000,.05211
12.87685,.75000,.04751
12.93074,.75000,.04088
12.98463,.75000,.03268
13.03851,.75000,.02314
13.09240,.75000,.01229
13.11934,.75000,.00634
13.14628,.75000,.00000
enter
InterpCrv
12.63074,.80000,.00000
12.63332,.80000,.01049
12.63719,.80000,.01627
12.64363,.80000,.02247
12.65652,.80000,.03054
12.66941,.80000,.03609
12.68229,.80000,.04024
12.70807,.80000,.04593
12.73385,.80000,.04930
12.75963,.80000,.05105
12.78540,.80000,.05157
12.83696,.80000,.04985
12.88851,.80000,.04545
12.94007,.80000,.03911
12.99162,.80000,.03127
13.04318,.80000,.02214
13.09473,.80000,.01176
13.12051,.80000,.00607
13.14628,.80000,.00000
enter
InterpCrv
12.64628,.83333,.00000
12.64878,.83333,.01018
12.65253,.83333,.01578
12.65878,.83333,.02179
12.67128,.83333,.02962
12.68378,.83333,.03500
12.69628,.83333,.03902
12.72128,.83333,.04454
12.74628,.83333,.04781
12.77128,.83333,.04951
12.79628,.83333,.05001
12.84628,.83333,.04835
12.89628,.83333,.04408
12.94628,.83333,.03793
12.99628,.83333,.03033
13.04628,.83333,.02148
13.09628,.83333,.01141
13.12128,.83333,.00589
13.14628,.83333,.00000
enter
